,name,state,level4,level3,level2,level1,Molecular Weight,logP,Water Solubility,logS,Bioavailability,pKa (strongest acidic),Refractivity,Number of Rings,H Bond Donor Count,Rotatable Bond Count,Polar Surface Area (PSA),pKa (strongest basic),Ghose Filter,Monoisotopic Weight,MDDR-Like Rule,Polarizability,H Bond Acceptor Count,Physiological Charge,Rule of Five
5811,Ethanolamine oleate,solid,C05BB,C05B,C05,C,343.5444,6.78,0.000121,-6.4,0.0,4.99,87.4,0.0,1.0,16.0,37.3,,0.0,343.308644183,0.0,37.09,2.0,-1.0,0.0
5812,Nitrous oxide,solid,N01AX,N01A,N01,N,44.0128,-0.45,,,1.0,4.65,27.67,0.0,0.0,0.0,51.21,-7.3,0.0,44.001062632,0.0,2.55,2.0,0.0,1.0
5813,Mepyramine,solid,D04AA,D04A,D04,D,285.384,3.04,0.781,-2.6,1.0,,87.74,2.0,0.0,7.0,28.6,8.76,1.0,285.184112373,0.0,32.89,4.0,1.0,1.0
5816,Xylometazoline,solid,R01AB,R01A,R01,R,244.3752,3.78,0.00893,-4.4,1.0,,77.82,2.0,1.0,3.0,24.39,10.29,1.0,244.193948778,0.0,29.87,2.0,1.0,1.0
5817,Dabigatran etexilate,solid,B01AE,B01A,B01,B,627.7332,4.59,0.00466,-5.1,0.0,17.89,176.43,4.0,2.0,17.0,154.03,4.48,0.0,627.316917457,1.0,70.65,8.0,0.0,0.0
5818,Arbekacin,solid,J01GB,J01G,J01,J,552.619,-6.9,41.0,-1.1,0.0,12.49,129.08,3.0,11.0,10.0,297.27,9.99,0.0,552.311891658,1.0,56.58,15.0,5.0,0.0
5819,Artemether,solid,P01BF,P01B,P01,P,298.3746,3.48,0.457,-2.8,1.0,,74.66,4.0,0.0,1.0,46.15,-3.9,1.0,298.178023942,0.0,32.12,5.0,0.0,1.0
5820,Betahistine,solid,N07CA,N07C,N07,N,136.1943,0.63,49.3,-0.44,1.0,,41.33,1.0,1.0,3.0,24.92,9.77,0.0,136.100048394,0.0,15.85,2.0,1.0,1.0
5821,Degarelix,solid,L02BX,L02B,L02,L,1632.29,0.18,0.0041,-5.6,0.0,10.55,431.13,8.0,17.0,41.0,512.87,11.16,0.0,1630.748797,1.0,168.98,18.0,1.0,0.0
5822,Desvenlafaxine,solid,N06AX,N06A,N06,N,263.3752,2.29,1.4,-2.3,1.0,10.11,78.54,2.0,2.0,4.0,43.7,8.87,1.0,263.188529049,0.0,30.32,3.0,1.0,1.0
5824,Fesoterodine,solid,G04BD,G04B,G04,G,411.5769,5.7,0.00205,-5.3,0.0,14.98,124.08,2.0,1.0,11.0,49.77,10.64,0.0,411.277344055,0.0,48.29,3.0,1.0,0.0
5825,Gadobutrol,liquid,V08CA,V08C,V08,V,604.72,-4.6,0.0496,-4.2,1.0,0.99,143.47,4.0,3.0,10.0,181.08,-3.0,0.0,605.13321,1.0,45.39,9.0,0.0,0.0
5826,Iobenguane,liquid,V09IX,V09I,V09,V,275.0896,1.64,0.0878,-3.5,1.0,,58.32,1.0,2.0,2.0,64.4,11.27,1.0,274.991940755,0.0,21.93,3.0,1.0,1.0
5828,Isometheptene,solid,A03AX,A03A,A03,A,141.2539,2.32,3.06,-1.7,1.0,,47.59,0.0,1.0,4.0,12.03,10.67,0.0,141.151749613,0.0,18.81,1.0,1.0,1.0
5830,Lumefantrine,solid,P01BF,P01B,P01,P,528.94,9.19,3.09e-05,-7.2,0.0,14.1,160.81,4.0,1.0,10.0,23.47,9.78,0.0,527.154947772,1.0,60.69,2.0,1.0,0.0
5831,Methacholine,solid,V04CX,V04C,V04,V,160.234,-3.8,0.0678,-3.5,1.0,,55.76,0.0,0.0,4.0,26.3,-7.0,0.0,160.133753825,0.0,18.43,1.0,1.0,1.0
5832,Methyltestosterone,solid,G03BA,G03B,G03,G,302.451,3.65,0.0139,-4.3,1.0,18.52,89.07,4.0,1.0,0.0,37.3,-0.53,1.0,302.224580204,0.0,35.85,2.0,0.0,1.0
5833,Naphazoline,solid,R01AB,R01A,R01,R,210.2744,2.19,0.0381,-3.7,1.0,,65.52,3.0,1.0,2.0,24.39,10.19,1.0,210.115698458,0.0,23.77,2.0,1.0,1.0
5834,Nilvadipine,solid,C08CA,C08C,C08,C,385.3707,2.24,0.0124,-4.5,1.0,15.75,100.79,2.0,1.0,7.0,131.56,-6.7,1.0,385.127385355,0.0,37.57,6.0,0.0,1.0
5835,Norelgestromin,solid,G03AA,G03A,G03,G,327.468,3.67,0.00605,-4.7,1.0,11.47,95.85,4.0,2.0,1.0,52.82,3.12,1.0,327.219829178,0.0,38.4,3.0,0.0,1.0
5840,Stanozolol,solid,A14AA,A14A,A14,A,328.4916,3.81,0.00173,-5.3,1.0,16.23,96.8,5.0,2.0,0.0,48.91,3.36,1.0,328.251463656,0.0,39.33,2.0,0.0,1.0
5845,Calcium carbonate,solid,A02AC,A02A,A02,A,100.087,0.25,128.0,-0.08,1.0,3.5,31.17,0.0,0.0,0.0,63.19,,0.0,99.947335021,0.0,3.52,3.0,-1.0,1.0
5846,Lornoxicam,solid,M01AC,M01A,M01,M,371.81,0.64,0.0437,-3.9,1.0,1.82,87.9,3.0,2.0,2.0,99.6,4.22,1.0,370.9801259,0.0,33.3,5.0,-1.0,1.0
5848,Sparteine,solid,C01BA,C01B,C01,C,234.387,2.03,0.931,-2.4,1.0,,71.82,4.0,0.0,0.0,6.48,9.16,1.0,234.209598845,0.0,28.37,2.0,2.0,1.0
5850,Sulfaphenazole,solid,S01AB,S01A,S01,S,314.362,1.81,0.278,-3.0,1.0,6.82,85.21,3.0,2.0,3.0,90.01,2.44,1.0,314.083746402,0.0,31.82,4.0,-1.0,1.0
5851,Gestodene,solid,G03AA,G03A,G03,G,310.4299,3.46,0.00581,-4.7,1.0,17.08,92.99,4.0,1.0,1.0,37.3,-1.9,1.0,310.193280076,0.0,35.96,2.0,0.0,1.0
5857,Aceclofenac,solid,M01AB,M01A,M01,M,354.18,3.88,0.00199,-5.2,1.0,3.44,86.32,2.0,2.0,7.0,75.63,-2.1,1.0,353.0221633,0.0,32.76,4.0,-1.0,1.0
5859,Ketobemidone,solid,N02AB,N02A,N02,N,247.3327,2.49,3.01,-1.9,1.0,9.44,73.12,2.0,1.0,3.0,40.54,8.09,1.0,247.157228921,0.0,28.09,3.0,1.0,1.0
5860,Seratrodast,solid,R03DX,R03D,R03,R,354.446,5.37,0.00359,-5.0,1.0,4.3,102.37,2.0,1.0,8.0,71.44,-7.9,1.0,354.183109317,0.0,39.77,4.0,-1.0,0.0
5863,Ambroxol,solid,R03CC,R03C,R03,R,378.108,2.65,0.0185,-4.3,1.0,15.26,81.94,2.0,3.0,3.0,58.28,9.01,1.0,375.978589,0.0,32.8,3.0,1.0,1.0
5872,Drotaverine,solid,A03AD,A03A,A03,A,397.5072,4.19,0.002,-5.3,1.0,,117.99,3.0,1.0,9.0,48.95,7.11,1.0,397.225308485,1.0,46.99,5.0,1.0,1.0
5874,Triclofos,solid,N05CM,N05C,N05,N,229.37,0.93,7.86,-1.5,1.0,1.17,39.09,0.0,2.0,3.0,66.76,,0.0,227.8912787,0.0,15.74,3.0,-2.0,1.0
5876,Beta carotene,solid,A11CA,A11C,A11,A,536.888,11.12,0.000391,-6.1,0.0,,191.61,2.0,0.0,10.0,0.0,,0.0,536.438201803,0.0,71.84,0.0,0.0,0.0
5877,Betaine,solid,A16AA,A16A,A16,A,117.1463,-4.5,1.86,-2.0,1.0,3.26,52.82,0.0,0.0,2.0,40.13,,0.0,117.078978601,0.0,12.11,2.0,0.0,1.0
5882,Pinacidil,solid,C02DG,C02D,C02,C,245.33,1.94,0.136,-3.3,1.0,16.28,73.04,1.0,2.0,3.0,73.1,8.16,1.0,245.164045632,0.0,27.31,5.0,1.0,1.0
5884,Tetryzoline,solid,S01GA,S01G,S01,S,200.285,2.24,0.239,-2.9,1.0,,61.48,3.0,1.0,1.0,24.39,10.17,1.0,200.131348523,0.0,22.93,2.0,1.0,1.0
5885,Alcaftadine,solid,S01GX,S01G,S01,S,307.3895,2.17,0.333,-3.0,1.0,,102.88,4.0,0.0,1.0,38.13,7.76,1.0,307.168462309,0.0,34.68,3.0,1.0,1.0
5886,Ammonium chloride,solid,G04BA,G04B,G04,G,53.491,0.61,124.0,0.37,1.0,-7.0,5.62,0.0,0.0,0.0,0.0,,0.0,53.00322684,0.0,2.39,0.0,-1.0,1.0
5888,Bendamustine,solid,L01AA,L01A,L01,L,358.263,1.8,0.0618,-3.8,1.0,4.36,92.92,2.0,1.0,9.0,58.36,6.41,1.0,357.101082345,0.0,38.19,4.0,-1.0,1.0
5889,Benzyl alcohol,liquid,P03AX,P03A,P03,P,108.1378,1.21,26.8,-0.61,1.0,15.02,32.87,1.0,1.0,1.0,20.23,-2.8,0.0,108.057514878,0.0,11.89,1.0,0.0,1.0
5890,Besifloxacin,liquid,S01AE,S01A,S01,S,393.84,0.54,0.143,-3.4,1.0,5.45,101.75,4.0,2.0,3.0,86.87,9.84,1.0,393.125547465,0.0,39.02,6.0,0.0,1.0
5891,Cabazitaxel,solid,L01CD,L01C,L01,L,835.9324,4.2,0.00413,-5.3,0.0,11.96,213.4,6.0,3.0,15.0,202.45,-3.6,0.0,835.377905537,1.0,86.25,10.0,0.0,0.0
5894,Carglumic acid,solid,A16AA,A16A,A16,A,190.154,-1.4,19.1,-1.0,1.0,3.36,39.41,0.0,4.0,5.0,129.72,-2.3,0.0,190.05897144,0.0,16.79,5.0,-2.0,1.0
5896,Chenodeoxycholic acid,solid,A05AA,A05A,A05,A,392.572,3.71,0.0197,-4.3,1.0,4.6,109.27,4.0,3.0,4.0,77.76,-0.54,1.0,392.292659768,0.0,46.35,4.0,-1.0,1.0
5897,Cupric sulfate,solid,V03AB,V03A,V03,V,159.609,-0.84,45.7,-0.67,1.0,-3.0,11.53,0.0,0.0,0.0,80.26,,0.0,158.881330257,0.0,5.81,4.0,-2.0,1.0
5900,Difluprednate,solid,D07AC,D07A,D07,D,508.5515,3.0,0.0097,-4.7,1.0,13.6,125.38,4.0,1.0,8.0,106.97,-3.4,0.0,508.227259852,1.0,51.45,5.0,0.0,0.0
5901,Dimercaprol,solid,V03AB,V03A,V03,V,124.225,0.21,2.76,-1.6,1.0,9.58,32.91,0.0,3.0,2.0,20.23,-2.8,0.0,124.001656258,0.0,12.88,1.0,0.0,1.0
5904,Ganirelix,solid,H01CC,H01C,H01,H,1570.35,1.62,0.00531,-5.5,0.0,9.5,423.46,6.0,16.0,44.0,451.49,12.14,0.0,1568.8423035,1.0,170.37,20.0,2.0,0.0
5905,Halcinonide,liquid,D07AD,D07A,D07,D,454.96,3.3,0.0112,-4.6,1.0,13.63,113.55,5.0,1.0,2.0,72.83,-3.4,1.0,454.19223,0.0,46.61,5.0,0.0,1.0
5906,Hexocyclium,solid,A03AB,A03A,A03,A,317.496,-0.99,0.000576,-5.8,1.0,13.51,108.16,3.0,1.0,4.0,23.47,4.95,0.0,317.258740111,0.0,38.29,2.0,1.0,1.0
5907,Histrelin,solid,L02AE,L02A,L02,L,1443.632,-2.1,10.0,,0.0,9.49,360.07,8.0,16.0,34.0,446.86,11.59,0.0,1442.709519019,1.0,138.34,17.0,1.0,0.0
5909,Lanreotide,solid,H01CB,H01C,H01,H,1096.33,-0.33,0.00496,-5.3,0.0,9.43,292.92,6.0,13.0,17.0,355.08,10.26,0.0,1095.467029814,1.0,114.68,12.0,2.0,0.0
5910,Lanthanum carbonate,solid,V03AE,V03A,V03,V,457.835,0.25,31.0,-1.2,1.0,6.05,31.17,0.0,0.0,0.0,63.19,,0.0,457.76695,0.0,3.52,3.0,-1.0,1.0
5912,Lodoxamide,solid,S01GX,S01G,S01,S,311.63,0.83,0.0361,-3.9,1.0,-6.7,69.9,1.0,4.0,4.0,156.59,0.73,1.0,310.9945126,0.0,26.52,7.0,-2.0,1.0
5913,Mafenide,solid,G01AE,G01A,G01,G,186.232,-0.52,5.18,-1.6,1.0,10.25,46.69,1.0,2.0,2.0,86.18,9.04,0.0,186.046298264,0.0,18.24,3.0,1.0,1.0
5914,Mangafodipir,solid,V08CA,V08C,V08,V,691.382,-1.8,1.06,-2.8,0.0,1.38,164.24,2.0,6.0,17.0,286.5,-6.4,0.0,691.06142,0.0,56.97,16.0,-4.0,0.0
5915,Mebutamate,solid,N05BC,N05B,N05,N,232.2768,1.21,1.22,-2.3,1.0,15.24,57.59,0.0,2.0,8.0,104.64,,1.0,232.142307138,0.0,24.36,2.0,0.0,1.0
5916,Methenamine,solid,J01XX,J01X,J01,J,140.1863,0.39,766.0,0.74,1.0,,37.0,3.0,0.0,0.0,12.96,5.88,0.0,140.106196404,0.0,14.25,4.0,0.0,1.0
5917,Methylnaltrexone,solid,A06AH,A06A,A06,A,356.441,-2.5,0.00729,-4.7,1.0,9.9,107.42,6.0,2.0,2.0,66.76,-3.9,0.0,356.185634741,0.0,38.04,4.0,1.0,1.0
5919,Nepafenac,solid,S01BC,S01B,S01,S,254.2839,2.08,0.0197,-4.1,1.0,15.82,74.46,2.0,2.0,4.0,86.18,1.83,1.0,254.105527702,0.0,26.67,3.0,0.0,1.0
5920,Niclosamide,solid,P02DA,P02D,P02,P,327.12,3.91,0.00799,-4.6,1.0,6.89,79.5,2.0,2.0,3.0,92.47,-4.4,1.0,325.986112168,0.0,28.52,4.0,-1.0,1.0
5923,Plerixafor,liquid,L03AX,L03A,L03,L,502.782,-0.43,0.0472,-4.0,0.0,,155.01,3.0,6.0,4.0,78.66,10.23,0.0,502.447143768,0.0,60.65,8.0,4.0,0.0
5924,Plicamycin,solid,L01DC,L01D,L01,L,1085.1454,2.07,1.3,-2.9,0.0,7.84,257.01,8.0,11.0,15.0,358.2,-3.6,0.0,1084.47265336,1.0,110.17,24.0,0.0,0.0
5925,Polidocanol,liquid,C05BB,C05B,C05,C,582.8073,3.94,0.000403,-6.2,0.0,15.12,158.33,0.0,1.0,37.0,103.3,-2.7,0.0,582.434298204,0.0,74.51,10.0,0.0,0.0
5927,Pralatrexate,solid,L01BA,L01B,L01,L,477.4726,0.62,0.0178,-4.4,0.0,3.28,126.82,3.0,5.0,10.0,207.3,2.03,1.0,477.176066881,1.0,47.31,11.0,-2.0,0.0
5929,Pyrithione,solid,D11AX,D11A,D11,D,127.16,0.2,3.0,-1.6,1.0,6.84,34.48,1.0,1.0,0.0,26.94,0.66,0.0,127.009184959,0.0,12.19,1.0,-1.0,1.0
5930,Pyrvinium,solid,P02CX,P02C,P02,P,382.53,1.41,0.000288,-6.2,1.0,,136.12,4.0,0.0,4.0,12.05,1.48,0.0,382.227774334,0.0,47.31,1.0,1.0,1.0
5931,Raltegravir,solid,J05AR,J05A,J05,J,444.4163,-0.39,0.0976,-3.7,1.0,7.02,112.59,3.0,3.0,6.0,150.02,-1.1,1.0,444.155746017,1.0,42.45,7.0,-1.0,1.0
5932,Phenylbutyric acid,solid,A16AX,A16A,A16,A,164.2011,2.5,0.513,-2.5,1.0,4.81,46.57,1.0,1.0,4.0,37.3,,1.0,164.083729628,0.0,17.99,2.0,-1.0,1.0
5933,Sulconazole,solid,D01AC,D01A,D01,D,397.74,6.06,0.00129,-5.5,1.0,,104.37,3.0,0.0,6.0,17.82,6.78,0.0,396.0021528,1.0,39.57,1.0,1.0,0.0
5934,Sulfameter,solid,J01ED,J01E,J01,J,280.3,0.23,0.313,-3.0,1.0,7.06,70.66,2.0,2.0,3.0,107.2,1.98,1.0,280.063011436,0.0,26.24,6.0,0.0,1.0
5937,Triethylenetetramine,liquid,A16AX,A16A,A16,A,146.2339,-2.2,27.5,-0.73,1.0,,43.32,0.0,4.0,7.0,76.1,9.77,0.0,146.153146596,0.0,18.04,4.0,2.0,1.0
5938,Triptorelin,solid,L02AE,L02A,L02,L,1311.473,-3.6,0.0305,-4.6,0.0,9.49,352.43,8.0,18.0,33.0,487.92,11.54,0.0,1310.630874772,1.0,135.23,17.0,1.0,0.0
5939,Unoprostone,liquid,S01EE,S01E,S01,S,382.541,3.91,0.0306,-4.1,1.0,4.31,107.68,1.0,3.0,15.0,94.83,-2.9,1.0,382.271924324,0.0,45.47,5.0,-1.0,1.0
6226,Hymecromone,solid,A05AX,A05A,A05,A,176.1687,1.78,1.99,-2.0,1.0,7.8,47.81,2.0,1.0,0.0,46.53,-7.0,1.0,176.047344122,0.0,17.42,2.0,0.0,1.0
6337,Veliparib,solid,L01XK,L01X,L01,L,244.2923,0.21,0.275,-3.0,1.0,9.73,68.62,3.0,3.0,2.0,83.8,9.25,1.0,244.132411154,0.0,26.32,3.0,1.0,1.0
6503,Azapropazone,solid,M01AX,M01A,M01,M,298.3397,2.16,0.641,-2.7,1.0,5.5,85.69,3.0,0.0,2.0,56.22,4.32,1.0,298.14297584,0.0,31.94,4.0,0.0,1.0
6574,Felbinac,solid,M02AA,M02A,M02,M,212.2439,3.26,0.0372,-3.8,1.0,4.71,62.5,2.0,1.0,3.0,37.3,,1.0,212.083729628,0.0,23.13,2.0,-1.0,1.0
6729,Dibromotyrosine,solid,H03BX,H03B,H03,H,338.981,0.048,0.121,-3.4,1.0,0.36,62.34,1.0,3.0,3.0,83.55,9.44,1.0,336.894918453,0.0,24.94,4.0,-1.0,1.0
7234,Fasudil,solid,C04AX,C04A,C04,C,291.369,0.32,0.531,-2.7,1.0,,77.92,3.0,1.0,1.0,62.3,8.04,1.0,291.104147493,0.0,29.59,4.0,1.0,1.0
7393,Sulthiame,solid,N03AX,N03A,N03,N,290.359,-0.27,1.96,-2.2,1.0,10.55,67.46,2.0,1.0,2.0,97.54,,1.0,290.039498326,0.0,27.86,4.0,0.0,1.0
7497,Parecoxib,solid,M01AH,M01A,M01,M,370.422,3.51,0.0162,-4.4,1.0,4.24,98.9,3.0,1.0,4.0,89.27,0.42,1.0,370.098727764,0.0,38.0,4.0,-1.0,1.0
7540,Efaproxiral,solid,L01XD,L01X,L01,L,341.4009,4.39,0.0027,-5.1,1.0,3.56,97.48,2.0,2.0,6.0,75.63,-4.7,1.0,341.162708229,0.0,37.38,4.0,-1.0,1.0
7653,Triclosan,solid,D08AE,D08A,D08,D,289.542,4.98,0.00605,-4.7,1.0,7.68,68.69,2.0,1.0,2.0,29.46,-3.8,1.0,287.951162589,0.0,25.92,1.0,0.0,1.0
7669,Thiamphenicol,solid,J01BA,J01B,J01,J,356.222,-0.22,2.27,-2.2,1.0,8.75,79.88,1.0,3.0,6.0,103.7,-2.8,1.0,355.004798699,0.0,32.29,5.0,0.0,1.0
7685,Dapivirine,solid,G01AX,G01A,G01,G,329.3984,5.6,0.017,-4.3,1.0,11.43,100.8,3.0,2.0,4.0,73.63,4.45,1.0,329.164045633,0.0,37.13,5.0,0.0,0.0
7831,Diloxanide,solid,P01AB,P01A,P01,P,234.08,2.05,2.31,-2.0,1.0,9.39,55.99,1.0,1.0,2.0,40.54,-5.9,1.0,233.0010339,0.0,20.9,2.0,0.0,1.0
7832,Ethyl biscoumacetate,solid,B01AA,B01A,B01,B,408.362,1.67,0.0677,-3.8,1.0,4.82,104.95,4.0,2.0,5.0,119.36,-6.7,1.0,408.084517475,0.0,39.98,5.0,-2.0,1.0
7833,Azidocillin,solid,J01CE,J01C,J01,J,375.402,1.19,0.611,-2.8,1.0,3.32,92.16,3.0,2.0,5.0,116.14,-6.4,1.0,375.100124747,0.0,35.87,6.0,-1.0,1.0
7834,Pipazethate,solid,R05DB,R05D,R05,R,399.507,3.77,0.0415,-4.0,1.0,,111.43,4.0,0.0,7.0,54.9,8.96,1.0,399.161662371,1.0,42.86,5.0,1.0,1.0
7835,Salicylamide,solid,N02BA,N02B,N02,N,137.136,1.17,7.82,-1.2,1.0,8.21,37.12,1.0,2.0,1.0,63.32,-0.97,0.0,137.047678473,0.0,13.22,2.0,0.0,1.0
7836,Sulfamoxole,solid,J01EE,J01E,J01,J,267.304,0.59,0.267,-3.0,1.0,6.81,67.51,2.0,2.0,2.0,98.22,1.94,1.0,267.067761987,0.0,27.44,4.0,-1.0,1.0
7837,Antazoline,solid,R06AX,R06A,R06,R,265.3529,2.88,0.114,-3.4,1.0,,82.89,3.0,1.0,5.0,27.63,9.24,1.0,265.157897623,0.0,30.11,3.0,1.0,1.0
7838,Chloropyramine,solid,D04AA,D04A,D04,D,289.803,3.81,0.441,-2.8,1.0,,86.08,2.0,0.0,6.0,19.37,8.76,1.0,289.134575362,0.0,32.25,3.0,1.0,1.0
7839,Dimetindene,solid,R06AB,R06A,R06,R,292.418,3.74,0.0384,-3.9,1.0,18.19,93.57,3.0,0.0,5.0,16.13,9.7,1.0,292.193948778,0.0,34.99,2.0,1.0,1.0
7840,Isothipendyl,solid,R06AD,R06A,R06,R,285.407,3.66,0.14,-3.3,1.0,,86.66,3.0,0.0,3.0,19.37,8.91,1.0,285.129968313,0.0,31.9,3.0,1.0,1.0
7841,Tymazoline,solid,R01AA,R01A,R01,R,232.3214,2.64,0.118,-3.3,1.0,,69.54,2.0,1.0,4.0,33.62,9.26,1.0,232.157563272,0.0,27.29,3.0,1.0,1.0
7844,Roxatidine acetate,solid,A02BA,A02B,A02,A,348.4366,1.31,0.0612,-3.8,1.0,14.88,96.32,2.0,1.0,10.0,67.87,8.74,1.0,348.204907394,0.0,39.26,4.0,1.0,1.0
7845,Bopindolol,solid,C07AA,C07A,C07,C,380.48,4.67,0.0016,-5.4,1.0,16.8,111.07,3.0,2.0,9.0,63.35,9.29,1.0,380.209992772,1.0,43.08,3.0,1.0,1.0
7846,Bupranolol,solid,C07AA,C07A,C07,C,271.783,2.99,0.143,-3.3,1.0,14.09,74.86,1.0,2.0,6.0,41.49,9.76,1.0,271.13390666,0.0,30.35,3.0,1.0,1.0
7848,Cinitapride,solid,A03FA,A03F,A03,A,402.4873,2.79,0.0141,-4.4,1.0,13.62,114.58,3.0,2.0,7.0,110.73,9.74,1.0,402.226705468,1.0,44.37,6.0,1.0,1.0
7849,Tofisopam,solid,N05BA,N05B,N05,N,382.4528,3.83,0.00239,-5.2,1.0,,109.03,3.0,0.0,6.0,61.64,-2.2,1.0,382.18925733,1.0,42.14,6.0,0.0,1.0
7851,Triflusal,solid,B01AC,B01A,B01,B,248.157,2.12,0.696,-2.6,1.0,3.39,50.42,1.0,1.0,4.0,63.6,-7.1,1.0,248.029643194,0.0,19.32,3.0,-1.0,1.0
7852,Lurasidone,solid,N05AE,N05A,N05,N,492.676,4.56,0.00789,-4.8,1.0,,139.33,7.0,0.0,5.0,56.75,8.5,0.0,492.255897106,0.0,56.26,5.0,1.0,1.0
7853,Ticagrelor,solid,B01AC,B01A,B01,B,522.568,2.28,0.063,-3.9,1.0,12.94,142.13,5.0,4.0,10.0,138.44,1.11,0.0,522.186080514,1.0,51.31,9.0,0.0,0.0
7854,Hyaluronic acid,solid,S01KA,S01K,S01,S,776.6486,-8.2,46.6,-1.2,0.0,2.87,155.1,4.0,14.0,12.0,399.71,-3.9,0.0,776.233485724,1.0,71.14,23.0,-2.0,0.0
7855,Tafluprost,liquid,S01EE,S01E,S01,S,452.5313,4.29,0.00528,-4.9,1.0,14.51,120.59,2.0,2.0,13.0,75.99,-2.9,1.0,452.237430608,0.0,47.77,4.0,0.0,1.0
7856,Ivacaftor,solid,R07AX,R07A,R07,R,392.4907,5.76,0.002,-5.3,1.0,9.66,118.68,3.0,3.0,4.0,78.43,-0.95,0.0,392.209992772,0.0,44.39,4.0,0.0,0.0
7857,Azilsartan medoxomil,solid,C09CA,C09C,C09,C,568.5336,6.03,0.00703,-4.9,0.0,5.91,149.52,6.0,1.0,10.0,139.57,1.48,0.0,568.159413764,1.0,57.4,7.0,-1.0,0.0
7859,Ioflupane I-123,liquid,V09AB,V09A,V09,V,427.291,3.7,0.00566,-4.9,1.0,,97.34,3.0,0.0,6.0,29.54,9.46,1.0,427.076880092,1.0,38.75,2.0,1.0,1.0
7860,Deferiprone,solid,V03AC,V03A,V03,V,139.1519,0.61,273.0,0.29,1.0,11.82,40.7,1.0,1.0,0.0,40.54,-2.6,0.0,139.063328537,0.0,14.05,3.0,0.0,1.0
7861,Lomitapide,solid,C10AX,C10A,C10,C,693.7204,7.9,8.88e-05,-6.9,0.0,12.27,181.73,6.0,2.0,12.0,61.44,9.05,0.0,693.278996673,1.0,68.13,3.0,1.0,0.0
7862,Vismodegib,solid,L01XJ,L01X,L01,L,421.297,3.93,0.00173,-5.4,1.0,13.5,107.81,3.0,1.0,4.0,76.13,3.7,1.0,420.010218428,0.0,39.49,4.0,0.0,1.0
7867,Spaglumic acid,solid,R01AC,R01A,R01,R,304.255,-2.3,3.22,-2.0,1.0,3.01,64.06,0.0,5.0,9.0,170.1,-2.0,0.0,304.090665483,0.0,27.37,8.0,-3.0,1.0
7868,Temocapril,solid,C09AA,C09A,C09,C,476.609,2.04,0.00342,-5.1,1.0,3.88,124.1,3.0,2.0,11.0,95.94,5.14,1.0,476.143963396,1.0,49.28,5.0,-1.0,1.0
7872,N-methylnicotinamide,solid,A05AB,A05A,A05,A,136.1512,-0.17,18.6,-0.87,1.0,13.75,37.88,1.0,1.0,1.0,41.99,3.62,0.0,136.063662888,0.0,13.87,2.0,0.0,1.0
7874,Acetylcarnitine,solid,N06BX,N06B,N06,N,203.238,-4.4,0.355,-2.9,1.0,4.09,72.64,0.0,0.0,6.0,66.43,-7.0,0.0,203.115758031,0.0,20.89,3.0,0.0,1.0
7886,Pitavastatin,solid,C10AA,C10A,C10,C,421.4608,2.92,0.00394,-5.0,1.0,4.13,115.74,4.0,3.0,8.0,90.65,4.86,1.0,421.168936466,1.0,43.76,5.0,-1.0,1.0
7889,Rilpivirine,solid,J05AR,J05A,J05,J,366.4185,5.47,0.0116,-4.5,1.0,11.43,111.74,3.0,2.0,5.0,97.42,4.44,1.0,366.159294606,0.0,40.63,6.0,0.0,0.0
7890,Crizotinib,solid,L01ED,L01E,L01,L,450.337,3.57,0.00611,-4.9,1.0,,128.43,4.0,2.0,5.0,77.99,10.12,1.0,449.11854397,0.0,45.44,5.0,1.0,1.0
7891,Ulipristal,solid,G03AD,G03A,G03,G,433.592,4.18,0.00943,-4.7,1.0,12.7,129.29,5.0,1.0,3.0,57.61,4.89,1.0,433.261693991,0.0,49.66,4.0,0.0,1.0
7892,Fingolimod,solid,L04AA,L04A,L04,L,307.4708,4.06,0.0069,-4.6,1.0,14.41,93.28,1.0,3.0,12.0,66.48,9.38,1.0,307.251129305,0.0,38.81,3.0,1.0,1.0
7895,Eribulin,liquid,L01XX,L01X,L01,L,729.908,2.31,0.0798,-4.0,0.0,14.82,186.0,9.0,2.0,4.0,146.39,9.56,0.0,729.408811724,0.0,82.15,12.0,1.0,0.0
7897,Boceprevir,solid,J05AP,J05A,J05,J,519.6767,1.78,0.0234,-4.4,1.0,12.44,138.2,3.0,4.0,10.0,150.7,-0.91,0.0,519.342069575,1.0,56.79,5.0,0.0,0.0
7898,Fidaxomicin,solid,A07AA,A07A,A07,A,1058.05,8.56,0.0125,-4.9,0.0,5.87,269.66,4.0,7.0,15.0,266.66,-1.4,0.0,1056.4252209,1.0,109.15,15.0,-1.0,0.0
7899,Cabozantinib,solid,L01EX,L01E,L01,L,501.514,4.66,0.00199,-5.4,1.0,13.46,136.12,5.0,2.0,8.0,98.78,5.9,0.0,501.169999048,1.0,51.49,5.0,0.0,0.0
7901,Ruxolitinib,solid,L01EJ,L01E,L01,L,306.365,2.48,0.116,-3.4,1.0,13.89,98.01,4.0,1.0,4.0,83.18,3.91,1.0,306.159294606,0.0,33.07,4.0,0.0,1.0
7904,Teriflunomide,solid,L04AA,L04A,L04,L,270.2073,2.14,0.0124,-4.3,1.0,5.48,64.39,1.0,2.0,3.0,73.12,-3.2,1.0,270.061612157,0.0,23.15,3.0,-1.0,1.0
